"PLOT","YEAR_PREV","YEAR_CURR","PERIOD_YR","BA_PRED_ft2ac","TPA_PRED","QMD_PRED_in","Cords_PRED_ac","BdFt_intl_PRED_ac","BA_OBS_PREV","BA_OBS_CURR"
1100,1990,2000,10,64.7021003090933,200.590772515597,7.69035073248365,9.76437118790505,1542.24299550469,56.11,58.92
1101,1990,2000,10,102.529992451124,228.103773337826,9.07824002513369,27.5809531021487,6563.55028593893,91.26,84.95
1102,1990,2000,10,67.1602490268415,133.745344578018,9.59531518906999,13.3561707623245,3580.78697958715,63.52,73.87
1104,1990,2000,10,60.9773338164319,144.136116851086,8.80724829150322,9.93828430909925,2315.35399915697,53.86,50.97
1105,1986,2000,14,30.9229842581234,101.884621855578,7.45982799635005,6.68127879667105,571.149694267698,19.9,51.92
1106,1990,2000,10,110.606120768169,290.857855120778,8.3500988162335,28.6017754882072,5467.94659272045,120.36,94.47
1107,1986,2000,14,18.3757291069289,55.5734301030428,7.78629980021118,3.53325328847064,269.674614818499,13.96,63.74
1109,1990,2000,10,62.8200451442645,109.740939423275,10.2448880835989,14.0949362169064,4173.73130781289,59.44,67.57
1114,1986,1995,9,72.066698922463,66.419744926064,14.1046120765595,16.1354091859375,5336.24318424144,78.01,66.79
1115,1986,2000,14,40.0534907377006,46.879976872233,12.5160971259507,7.77880314819885,2731.22421647871,34.16,57.39
1117,1986,1995,9,48.6203662152887,48.8265506780142,13.5121209358119,10.3404209140511,3630.63667648904,49.95,69.13
1119,1986,1995,9,33.3285478748606,60.7505928137222,10.0294096187126,6.27510965822851,1916.30390243426,27.31,40.41
1130,1986,1999,13,68.4642293034398,92.0951800379718,11.6749719128346,23.1544328608187,7857.32465199485,66.54,49.26
1133,1986,1999,13,28.2958916895768,59.5168889141966,9.3364981315992,8.42434305581449,1759.64713080888,23.27,41.44
1134,1986,1999,13,32.5100979135923,59.3053710168886,10.0254657660098,10.0780634654765,2506.92038157429,27.08,31.77
1146,1986,1995,9,84.5995020772417,128.826757261593,10.9729474433816,25.4276989278457,7688.72686687503,81.95,92.07
1150,1994,1999,5,50.0760430356331,169.975571557999,7.3496080676775,22.9724792241292,916.131841194494,44.83,38.44
1163,1995,2000,5,36.6498588079217,96.4957099528197,8.34496622494499,10.1135144659253,1700.81606130679,33.21,60.88
1165,1990,2000,10,54.8888418325142,90.9138781616911,10.5212992892495,15.0038736779191,4557.69558038623,54.62,57.13
1166,1990,1995,5,111.546191184616,118.238358663949,13.1519639507433,29.8642201004504,9564.87721439506,115.69,140.48
1169,1986,1995,9,49.6521052604047,63.1471283782574,12.0069987113001,15.9972215069509,5142.9944937333,49.57,96.01
1170,1995,2000,5,59.9795962717149,110.614143924634,9.97100355275356,15.3591170008535,4352.03636695738,56.44,69.03
1171,1989,1999,10,55.7069130448409,120.588091309147,9.20332522200033,16.5903949545103,4279.8997525901,49,54.59
1178,1994,1999,5,25.2369008891438,62.1256728740066,8.63028010622317,12.2545477918664,3290.77248501822,24.08,40.51
1193,1990,2000,10,75.121883494403,89.2518327274657,12.4227314214484,15.6102133773908,4842.59776554442,78,53.79
1194,1990,2000,10,60.7423672793144,71.5815339175544,12.4734844394126,15.23723251031,4780.52733460645,64.18,50.6
1195,1990,2000,10,41.6886811111836,83.98065,9.54029700509957,9.49129859838621,2105.30180238736,35.43,55.61
1196,1990,2000,10,64.890648213423,70.8908621175599,12.9550281343899,19.9934122137394,6648.87591543097,64.41,40.53
1197,1987,2002,15,37.3612820962942,42.2063683579727,12.739850342711,8.27033033928476,2903.8048746822,36.72,65.19
1199,1987,2002,15,66.0431344310191,54.9949008492011,14.8386728477911,10.7267820431486,3766.29236181662,74.45,94.98
1200,1992,2002,10,75.4995915071551,124.475210257532,10.5456486996071,16.0501487527041,4813.27389565928,73.98,47.32
1202,1990,2000,10,29.0502859605701,55.6988238696115,9.77900406621571,7.2990327531814,2217.09004526543,25.09,79.52
1203,1994,1999,5,54.0544787115014,61.3747811622459,12.7075929962838,13.7889044120872,4540.67526864705,56.67,55.7
1205,1989,1999,10,87.514682236967,68.1761543077175,15.3414582807648,33.2015287327397,11459.7282408625,101.37,60.43
1206,1989,1999,10,54.2723917344505,62.8487005056345,12.5829874218378,9.37313844147629,3115.06678240494,52.34,29.34
1208,1987,2002,15,91.4320091638348,120.18827622224,11.8102886352364,28.9027222803954,9812.98323147558,88.25,82.08
1209,1987,2002,15,38.3532608533273,51.9703981013896,11.6322990435954,8.79507497114638,2930.0960049712,33.03,35.01
1217,1987,2001,14,87.0870252850133,231.306889530066,8.30854309901857,24.9291332353842,4509.56540185549,69.12,100.78
1218,1987,1996,9,45.6472907680827,127.300983662473,8.10837930961991,12.5348405502691,1860.65929021942,37.61,48.36
1219,1987,2001,14,37.8615359607298,91.2041045192279,8.72437562236251,10.9640517178618,2136.89464607982,28.33,41.93
1220,1987,2001,14,47.258432805221,104.296315509274,9.11480973954208,14.1158916828964,3053.64913181172,37.45,52.98
1221,1987,2001,14,48.9088665933098,94.4213547782852,9.74543252276296,15.1265896185337,3784.29233527963,41.02,57.8
1222,1987,2001,14,34.8855186066753,105.615210552073,7.78218929430032,9.19246200244656,1039.95432563014,24.36,50.05
1223,1991,2001,10,18.9775098083368,61.3041617419029,7.53385168617643,4.82035459723529,466.295527713105,13.86,27.7
1224,1991,2001,10,20.1009625211647,51.1303597219252,8.49007322635807,5.62439047054015,1024.4400631941,16.2,25.09
1225,1987,1995,8,35.7446046873052,123.843456641391,7.27463402850485,9.01560649256961,731.025263863544,28.65,53.25
1227,1987,2001,14,20.9628097419649,44.8413299237066,9.25822939434514,6.15739974449095,1682.47108964831,17.05,29.19
1228,1987,2001,14,55.799461478557,169.774803347216,7.76284328774808,14.8822846227403,1777.69421701253,39.89,98.48
1230,1987,2001,14,82.1590704237494,256.67716976562,7.66084315151484,21.9014422454826,2111.80609981649,60.47,60.47
1231,1987,1996,9,49.7347646788535,108.450110405724,9.16974941396056,14.1184990772557,2707.5648309437,42.85,47.31
1232,1991,2001,10,49.357233585875,121.411929711331,8.63350524734233,11.191717834967,2302.20487121458,41.32,33.05
1234,1991,2001,10,55.9799778002758,182.178512640616,7.5060286564671,11.2107357437179,1849.72371497745,40.97,21.66
1235,1991,2001,10,60.1128067479904,144.187688205501,8.74302755113532,13.9828059015897,3573.68782992631,51.77,42.94
1236,1996,2001,5,33.9176665897591,77.3915733936972,8.96413892459716,7.81234535234557,1861.85057790289,31.45,48.99
1239,1996,2001,5,19.9278752638788,72.975,7.07596831312057,3.4705353328222,0,16.99,78.31
1240,1996,2001,5,30.9119331011433,82.3075330478117,8.2982348762833,6.6266201243751,984.574769576022,27.67,33.48
1243,1991,2001,10,40.732181354153,106.850405506019,8.36032537831066,9.15578136462813,2031.88069047482,32.4,48.55
1244,1987,2001,14,100.033834168398,123.762668478249,12.1736569239356,24.7963590568372,8267.01644020106,102.49,40.8
1245,1991,2001,10,33.5123582435318,79.0214215295243,8.81804902808673,9.06969986359233,2168.55270011321,26.66,78.88
1247,1987,1992,5,29.4437087227299,52.665,10.1245946630924,7.48337784888287,1890.65396252948,28.11,44.17
1251,1988,2001,13,47.678793075496,75.6510723249349,10.7497289952866,12.4148002764788,3652.45445159223,42.89,16.05
1252,1991,2001,10,19.1540412393439,61.2434322428164,7.57256276065333,7.84354201558266,741.884639400531,14.48,96.48
1253,1987,2001,14,42.8466894279527,77.1336205717249,10.0920457446047,13.1889295215152,4425.61364698695,33.17,48.57
1262,1987,1992,5,75.5843809337239,99.4037158965242,11.807478234007,16.5512639887574,5246.4696100959,76.36,91.94
1263,1987,1992,5,68.8275878160456,65.203358663949,13.9119729402301,16.5016523073555,5686.45296027555,71.86,74.43
1272,1992,2002,10,28.5411182540969,65.2979829246788,8.95216426788996,5.77265148187876,1449.97566554572,24.73,29.84
1273,1987,2002,15,67.1586648063446,76.4659958466133,12.6899317219832,13.9506539918332,4767.9915367041,71.81,44.71
1275,1992,2002,10,36.5918385517777,122.625037897756,7.3968186557451,4.06750423893121,244.880118493379,25.77,31.09
1278,1987,2002,15,35.0336091360871,62.7946720354153,10.11401224469,9.96229474401124,3127.77672091714,27.67,27.48
1284,1987,2001,14,72.4223417810347,105.430594167615,11.2226492035795,17.5441582186506,5596.26067264502,68.31,97.7
1285,1987,1996,9,32.5076591455153,55.8468258818505,10.3308494961073,7.51739964289946,1809.46968150963,29.1,52.64
1286,1987,2001,14,49.1200142002079,80.9319207958471,10.5490111440992,11.5608999870155,3535.63814641675,41.78,55.7
1287,1996,2001,5,34.6390251059276,47.32,11.5851829250304,7.00525993091936,2272.43524035478,33.44,37.71
