PLOT,MEASYEAR,SPCD,SPECIES,N_LIVE,TPA,BA_FT2_AC,BA_PCT,QMD_IN
1100,1986,375,PB,4,20,3.11,100,5.34
1100,1990,12,BF,6,30,6.13,10.9,6.12
1100,1990,97,RS,6,30,9.95,17.7,7.8
1100,1990,371,YB,2,10,11.3,20.1,14.39
1100,1990,375,PB,25,125,23.51,41.9,5.87
1100,1990,999,UNK,4,20,5.23,9.3,6.92
1100,1995,12,BF,7,35,5.67,10,5.45
1100,1995,97,RS,6,30,10.96,19.3,8.18
1100,1995,371,YB,1,5,9.33,16.5,18.5
1100,1995,375,PB,28,140,26.04,45.9,5.84
1100,1995,999,UNK,3,15,4.67,8.2,7.56
1100,2000,12,BF,10,50,9.18,15.6,5.8
1100,2000,97,RS,5,25,10.3,17.5,8.69
1100,2000,371,YB,1,5,9.54,16.2,18.7
1100,2000,375,PB,25,125,25.82,43.8,6.15
1100,2000,999,UNK,2,10,4.08,6.9,8.65
1101,1986,12,BF,1,5,1.34,45.6,7
1101,1986,371,YB,1,5,0.74,25.2,5.2
1101,1986,544,BA,1,5,0.86,29.2,5.6
1101,1990,12,BF,9,45,17.76,19.5,8.51
1101,1990,97,RS,33,165,52.47,57.5,7.64
1101,1990,316,RM,1,5,0.98,1.1,6
1101,1990,371,YB,6,30,20.05,22,11.07
1101,1995,12,BF,6,30,11.3,13.2,8.31
1101,1995,97,RS,28,140,51.31,59.8,8.2
1101,1995,316,RM,1,5,1.15,1.3,6.5
1101,1995,371,YB,6,30,22.09,25.7,11.62
1101,2000,12,BF,3,15,6.2,7.3,8.71
1101,2000,97,RS,26,130,53.28,62.7,8.67
1101,2000,316,RM,1,5,1.37,1.6,7.1
1101,2000,371,YB,6,30,24.09,28.4,12.13
1102,1981,95,BS,1,5,0.98,25.7,6
1102,1981,97,RS,2,10,1.39,36.4,5.05
1102,1981,371,YB,1,5,1.45,38,7.3
1102,1990,12,BF,12,60,19.5,30.7,7.72
1102,1990,97,RS,4,20,9.35,14.7,9.26
1102,1990,371,YB,5,25,22.38,35.2,12.81
1102,1990,375,PB,6,30,9.2,14.5,7.5
1102,1990,999,UNK,2,10,3.09,4.9,7.53
1102,1995,12,BF,12,60,18.88,27.8,7.6
1102,1995,97,RS,4,20,10.46,15.4,9.79
1102,1995,371,YB,6,30,24.98,36.8,12.36
1102,1995,375,PB,6,30,10.34,15.2,7.95
1102,1995,999,UNK,2,10,3.19,4.7,7.64
1102,2000,12,BF,10,50,20.02,27.1,8.57
1102,2000,97,RS,4,20,11.93,16.1,10.46
1102,2000,371,YB,6,30,27.5,37.2,12.96
1102,2000,375,PB,5,25,10.44,14.1,8.75
1102,2000,999,UNK,3,15,3.98,5.4,6.97
1103,1995,999,UNK,3,15,2.45,100,5.47
1103,2000,371,YB,2,10,1.36,11.2,5
1103,2000,375,PB,1,5,0.55,4.6,4.5
1103,2000,999,UNK,13,65,10.22,84.2,5.37
1104,1986,95,BS,1,5,1.41,14.9,7.2
1104,1986,97,RS,2,10,1.36,14.4,5
1104,1986,371,YB,2,10,2.34,24.7,6.55
1104,1986,375,PB,2,10,2.83,29.8,7.2
1104,1986,544,BA,1,5,1.53,16.2,7.5
1104,1990,12,BF,7,35,6.06,11.3,5.64
1104,1990,97,RS,2,10,4.97,9.2,9.55
1104,1990,316,RM,3,15,4.79,8.9,7.65
1104,1990,371,YB,9,45,17.76,33,8.51
1104,1990,375,PB,10,50,20.28,37.6,8.62
1104,1995,12,BF,7,35,7.79,14.6,6.39
1104,1995,97,RS,2,10,5.56,10.4,10.1
1104,1995,316,RM,4,20,7.22,13.5,8.14
1104,1995,371,YB,8,40,16.22,30.3,8.62
1104,1995,375,PB,8,40,16.71,31.2,8.75
1104,2000,12,BF,7,35,9.1,17.9,6.91
1104,2000,97,RS,2,10,3.61,7.1,8.13
1104,2000,316,RM,4,20,9.22,18.1,9.19
1104,2000,371,YB,8,40,16.39,32.2,8.67
1104,2000,375,PB,7,35,11.88,23.3,7.89
1104,2000,999,UNK,1,5,0.77,1.5,5.3
1105,1986,12,BF,4,20,4.24,21.3,6.23
1105,1986,97,RS,18,90,15.66,78.7,5.65
1105,1990,12,BF,82,410,83.6,80.6,6.11
1105,1990,97,RS,14,70,17.72,17.1,6.81
1105,1990,999,UNK,4,20,2.44,2.3,4.73
1105,1995,12,BF,87,435,94.97,82.6,6.33
1105,1995,97,RS,14,70,19.28,16.8,7.11
1105,1995,999,UNK,1,5,0.77,0.7,5.3
1105,2000,12,BF,31,155,32.5,62.6,6.2
1105,2000,97,RS,13,65,19.42,37.4,7.4
1106,1986,12,BF,2,10,2.38,25.4,6.61
1106,1986,97,RS,4,20,4.88,52,6.69
1106,1986,371,YB,1,5,0.8,8.5,5.4
1106,1986,746,QA,1,5,1.34,14.2,7
1106,1990,12,BF,38,190,56.42,46.9,7.38
1106,1990,97,RS,7,35,13.54,11.2,8.42
1106,1990,241,CE,17,85,30.04,25,8.05
1106,1990,261,HM,4,20,5.99,5,7.41
1106,1990,316,RM,1,5,2.84,2.4,10.2
1106,1990,371,YB,3,15,3.83,3.2,6.84
1106,1990,375,PB,2,10,1.48,1.2,5.2
1106,1990,999,UNK,5,25,6.23,5.2,6.76
1106,1995,12,BF,25,125,37.53,36.1,7.42
1106,1995,95,BS,6,30,8.25,7.9,7.1
1106,1995,97,RS,1,5,6.64,6.4,15.6
1106,1995,241,CE,17,85,31.6,30.4,8.26
1106,1995,261,HM,4,20,6.66,6.4,7.81
1106,1995,316,RM,1,5,2.95,2.8,10.4
1106,1995,371,YB,4,20,5.39,5.2,7.03
1106,1995,375,PB,2,10,1.84,1.8,5.8
1106,1995,999,UNK,2,10,3.19,3.1,7.65
1106,2000,12,BF,17,85,26.8,28.4,7.6
1106,2000,95,BS,5,25,8.12,8.6,7.72
1106,2000,97,RS,1,5,7.16,7.6,16.2
1106,2000,241,CE,15,75,31.51,33.4,8.78
1106,2000,261,HM,4,20,7.15,7.6,8.1
1106,2000,316,RM,1,5,3.06,3.2,10.6
1106,2000,371,YB,4,20,5.39,5.7,7.03
1106,2000,375,PB,2,10,1.96,2.1,6
1106,2000,999,UNK,2,10,3.32,3.5,7.8
1107,1986,97,RS,1,5,0.68,4.9,5
1107,1986,371,YB,2,10,3.16,22.6,7.61
1107,1986,375,PB,9,45,10.13,72.5,6.42
1107,1990,12,BF,6,30,6.73,14.2,6.41
1107,1990,97,RS,4,20,3.67,7.7,5.8
1107,1990,371,YB,7,35,9.88,20.9,7.19
1107,1990,375,PB,22,110,27.09,57.2,6.72
1107,1995,12,BF,9,45,9.75,16.5,6.3
1107,1995,97,RS,4,20,3.99,6.7,6.05
1107,1995,371,YB,7,35,12.3,20.8,8.03
1107,1995,375,PB,25,125,32.61,55.1,6.92
1107,1995,999,UNK,1,5,0.55,0.9,4.5
1107,2000,12,BF,8,40,7.96,12.5,6.04
1107,2000,97,RS,4,20,4.32,6.8,6.29
1107,2000,371,YB,7,35,14.02,22,8.57
1107,2000,375,PB,26,130,36.85,57.8,7.21
1107,2000,999,UNK,1,5,0.58,0.9,4.6
1108,1986,371,YB,3,15,3.27,100,6.32
1108,1990,97,RS,1,5,1.97,14,8.5
1108,1990,261,HM,2,10,12.05,86,14.87
1108,1995,261,HM,2,10,13.35,100,15.65
1108,2000,12,BF,5,25,4.29,21.1,5.61
1108,2000,97,RS,1,5,1.41,6.9,7.2
1108,2000,261,HM,2,10,14.64,72,16.38
1109,1990,12,BF,11,55,18.77,31.6,7.91
1109,1990,97,RS,4,20,16.94,28.5,12.46
1109,1990,316,RM,1,5,3.24,5.5,10.9
1109,1990,371,YB,4,20,16.59,27.9,12.33
1109,1990,375,PB,4,20,3.91,6.6,5.99
1109,1995,12,BF,12,60,22.03,32.7,8.21
1109,1995,97,RS,4,20,19.26,28.6,13.29
1109,1995,316,RM,2,10,3.99,5.9,8.55
1109,1995,371,YB,4,20,17.17,25.5,12.55
1109,1995,375,PB,4,20,4.42,6.6,6.37
1109,1995,999,UNK,1,5,0.58,0.9,4.6
1109,2000,12,BF,11,55,18.61,27.5,7.88
1109,2000,97,RS,5,25,21.72,32.1,12.62
1109,2000,316,RM,2,10,4.07,6,8.64
1109,2000,371,YB,4,20,17.66,26.1,12.73
1109,2000,375,PB,4,20,4.87,7.2,6.68
1109,2000,999,UNK,1,5,0.63,0.9,4.8
1110,1990,371,Yellow birch,6,30,42.22,62.8,16.06
1110,1990,261,Hemlock,9,45,24.96,37.2,10.08
1110,1995,261,Hemlock,4,20,9.09,100,9.13
1110,2000,371,Yellow birch,7,35,19.52,44.3,10.11
1110,2000,261,Hemlock,8,40,17.41,39.5,8.93
1110,2000,316,Red maple,2,10,7.13,16.2,11.43
1111,1986,97,Red spruce,6,30,12.33,77.6,8.68
1111,1986,371,Yellow birch,1,5,2.06,13,8.7
1111,1986,12,Balsam fir,1,5,1.49,9.4,7.4
1111,1990,97,Red spruce,13,65,20.6,78.1,7.62
1111,1990,12,Balsam fir,3,15,3.55,13.5,6.59
1111,1990,371,Yellow birch,1,5,2.21,8.4,9
1111,1995,97,Red spruce,6,30,9.66,72.6,7.68
1111,1995,371,Yellow birch,1,5,2.31,17.4,9.2
1111,1995,12,Balsam fir,1,5,1.34,10,7
1111,2000,97,Red spruce,6,30,13.58,77.8,9.11
1111,2000,12,Balsam fir,3,15,3.87,22.2,6.88
1112,1986,97,Red spruce,5,25,11.35,51.8,9.12
1112,1986,375,Paper birch,4,20,7.68,35.1,8.39
1112,1986,12,Balsam fir,1,5,1.53,7,7.5
1112,1986,371,Yellow birch,1,5,1.34,6.1,7
1112,1990,97,Red spruce,8,40,15.45,51.1,8.42
1112,1990,375,Paper birch,5,25,9.05,29.9,8.15
1112,1990,12,Balsam fir,3,15,3.75,12.4,6.77
1112,1990,371,Yellow birch,1,5,1.3,4.3,6.9
1112,1990,316,Red maple,1,5,0.68,2.3,5
1112,1995,97,Red spruce,7,35,17.1,45,9.46
1112,1995,375,Paper birch,6,30,11.88,31.3,8.52
1112,1995,95,Black spruce,1,5,6.14,16.1,15
1112,1995,316,Red maple,1,5,2.11,5.6,8.8
1112,1995,371,Yellow birch,1,5,0.77,2,5.3
1112,2000,97,Red spruce,10,50,18.71,48,8.28
1112,2000,371,Yellow birch,5,25,7.23,18.5,7.28
1112,2000,375,Paper birch,5,25,6.7,17.2,7.01
1112,2000,12,Balsam fir,2,10,3.25,8.3,7.72
1112,2000,316,Red maple,1,5,3.12,8,10.7
1113,2000,97,Red spruce,1,5,0.44,100,4
1114,1986,261,Hemlock,6,30,37.7,49.6,15.18
1114,1986,371,Yellow birch,6,30,34.42,45.3,14.5
1114,1986,316,Red maple,1,5,3.93,5.2,12
1114,1990,261,Hemlock,11,55,44.79,51.9,12.22
1114,1990,371,Yellow birch,9,45,37.4,43.3,12.34
1114,1990,316,Red maple,1,5,4.19,4.9,12.4
1114,1995,261,Hemlock,10,50,42.52,63.7,12.49
1114,1995,371,Yellow birch,7,35,20.08,30.1,10.26
1114,1995,316,Red maple,1,5,4.19,6.3,12.4
1115,1986,261,Hemlock,11,55,34.16,100,10.67
1115,1990,261,Hemlock,21,105,50.47,86.2,9.39
1115,1990,371,Yellow birch,6,30,4.94,8.4,5.49
1115,1990,999,Unknown/Other,3,15,3.13,5.4,6.19
1115,1995,261,Hemlock,21,105,49.68,86.3,9.31
1115,1995,371,Yellow birch,6,30,4.94,8.6,5.49
1115,1995,999,Unknown/Other,3,15,2.95,5.1,6
1115,2000,261,Hemlock,20,100,52.37,91.3,9.8
1115,2000,371,Yellow birch,3,15,3.9,6.8,6.9
1115,2000,999,Unknown/Other,1,5,1.12,1.9,6.4
1116,1986,261,Hemlock,10,50,53.95,69.6,14.07
1116,1986,531,Am. beech,2,10,13.19,17,15.55
1116,1986,371,Yellow birch,2,10,10.37,13.4,13.79
1116,1990,261,Hemlock,13,65,62.39,69.3,13.27
1116,1990,531,Am. beech,3,15,14.25,15.8,13.2
1116,1990,371,Yellow birch,2,10,13.45,14.9,15.7
1116,1995,261,Hemlock,4,20,21.86,95.3,14.15
1116,1995,531,Am. beech,1,5,1.08,4.7,6.3
1116,2000,261,Hemlock,4,20,23.1,95.5,14.55
1116,2000,531,Am. beech,1,5,1.08,4.5,6.3
1117,1986,261,Hemlock,6,30,25.89,51.8,12.58
1117,1986,371,Yellow birch,3,15,13.33,26.7,12.76
1117,1986,531,Am. beech,2,10,10.72,21.5,14.02
1117,1990,261,Hemlock,24,120,48.72,61.2,8.63
1117,1990,371,Yellow birch,4,20,17.2,21.6,12.56
1117,1990,531,Am. beech,3,15,13.72,17.2,12.95
1117,1995,261,Hemlock,15,75,38.08,55.1,9.65
1117,1995,371,Yellow birch,4,20,17.2,24.9,12.56
1117,1995,531,Am. beech,3,15,13.85,20,13.01
1117,2000,261,Hemlock,12,60,40.88,54.8,11.18
1117,2000,371,Yellow birch,4,20,19.53,26.2,13.38
1117,2000,531,Am. beech,3,15,14.18,19,13.17
1118,1990,316,Red maple,8,40,22.51,77.1,10.16
1118,1990,97,Red spruce,2,10,2.82,9.6,7.18
1118,1990,261,Hemlock,2,10,2.22,7.6,6.38
1118,1990,12,Balsam fir,1,5,0.92,3.1,5.8
1118,1990,371,Yellow birch,1,5,0.74,2.5,5.2
1118,1995,316,Red maple,15,75,38.99,66.1,9.76
1118,1995,261,Hemlock,4,20,8.24,14,8.69
1118,1995,97,Red spruce,4,20,7.69,13,8.39
1118,1995,12,Balsam fir,3,15,2.45,4.2,5.47
1118,1995,371,Yellow birch,2,10,1.65,2.8,5.51
1118,2000,316,Red maple,11,55,31.48,74.5,10.24
1118,2000,261,Hemlock,5,25,9.58,22.7,8.38
1118,2000,97,Red spruce,2,10,1.2,2.9,4.7
1119,1986,261,Hemlock,9,45,18.83,68.9,8.76
1119,1986,371,Yellow birch,3,15,6.69,24.5,9.05
1119,1986,316,Red maple,1,5,1.79,6.6,8.1
1119,1990,261,Hemlock,15,75,27.43,72.1,8.19
1119,1990,371,Yellow birch,4,20,8.73,22.9,8.94
1119,1990,316,Red maple,1,5,1.88,4.9,8.3
1119,1995,261,Hemlock,13,65,28.36,70.2,8.94
1119,1995,371,Yellow birch,4,20,8.26,20.4,8.7
1119,1995,999,Unknown/Other,4,20,3.14,7.8,5.36
1119,1995,531,Am. beech,1,5,0.65,1.6,4.9
1119,2000,261,Hemlock,13,65,27.56,69.3,8.82
1119,2000,371,Yellow birch,4,20,10.44,26.3,9.79
1119,2000,999,Unknown/Other,1,5,1.12,2.8,6.4
1119,2000,531,Am. beech,1,5,0.65,1.6,4.9
1120,1986,97,Red spruce,1,5,0.11,100,2
1120,1990,97,Red spruce,2,10,1.59,100,5.4
1120,1995,371,Yellow birch,3,15,8.67,79,10.29
1120,1995,97,Red spruce,2,10,2.3,21,6.5
1120,2000,371,Yellow birch,3,15,9.77,77.6,10.93
1120,2000,97,Red spruce,2,10,2.83,22.4,7.2
1121,1986,261,Hemlock,5,25,8.06,53.5,7.69
1121,1986,371,Yellow birch,3,15,7,46.5,9.25
1121,1990,261,Hemlock,5,25,9.4,50.7,8.3
1121,1990,371,Yellow birch,3,15,9.13,49.3,10.56
1121,1995,261,Hemlock,6,30,17.04,61.8,10.21
1121,1995,371,Yellow birch,3,15,10.54,38.2,11.35
1121,2000,261,Hemlock,6,30,18.32,61,10.58
1121,2000,371,Yellow birch,3,15,11.73,39,11.98
1122,1986,261,Hemlock,7,35,8.63,61.9,6.72
1122,1986,371,Yellow birch,3,15,5.31,38.1,8.06
1122,1990,261,Hemlock,7,35,10.22,62.1,7.32
1122,1990,371,Yellow birch,3,15,6.24,37.9,8.73
1122,1995,261,Hemlock,7,35,12.01,58.7,7.93
1122,1995,371,Yellow birch,3,15,7.15,34.9,9.35
1122,1995,97,Red spruce,2,10,1.31,6.4,4.9
1122,2000,261,Hemlock,7,35,14.13,59,8.6
1122,2000,371,Yellow birch,3,15,8.23,34.4,10.03
1122,2000,97,Red spruce,2,10,1.59,6.6,5.4
1123,1986,316,Red maple,7,35,14.02,79.1,8.57
1123,1986,97,Red spruce,1,5,2.21,12.5,9
1123,1986,531,Am. beech,1,5,1.49,8.4,7.4
1123,1990,316,Red maple,7,35,18.37,78.4,9.81
1123,1990,97,Red spruce,1,5,3.01,12.8,10.5
1123,1990,531,Am. beech,1,5,2.06,8.8,8.7
1123,1995,316,Red maple,7,35,18.01,80.9,9.71
1123,1995,97,Red spruce,1,5,3.3,14.8,11
1123,1995,261,Hemlock,1,5,0.95,4.3,5.9
1123,2000,316,Red maple,15,75,29.53,83.7,8.5
1123,2000,97,Red spruce,2,10,5.74,16.3,10.26
1124,1986,375,Paper birch,5,25,5.79,100,6.51
1124,1990,375,Paper birch,6,30,8.43,100,7.18
1124,1995,375,Paper birch,5,25,7.59,100,7.46
1124,2000,375,Paper birch,4,20,4.26,100,6.25
1125,1990,316,Red maple,2,10,6.31,100,10.76
1126,1986,371,Yellow birch,3,15,10.91,54.9,11.55
1126,1986,97,Red spruce,3,15,6.67,33.6,9.03
1126,1986,261,Hemlock,4,20,2.29,11.5,4.58
1126,1990,371,Yellow birch,3,15,12.44,46.6,12.33
1126,1990,97,Red spruce,3,15,7.6,28.5,9.64
1126,1990,261,Hemlock,6,30,5.98,22.4,6.04
1126,1990,95,Black spruce,1,5,0.68,2.6,5
1126,1995,371,Yellow birch,3,15,13.68,52,12.93
1126,1995,97,Red spruce,2,10,10.81,41,14.08
1126,1995,999,Unknown/Other,1,5,1.19,4.5,6.6
1126,1995,261,Hemlock,1,5,0.65,2.5,4.9
1126,2000,371,Yellow birch,3,15,12.97,48.1,12.59
1126,2000,261,Hemlock,5,25,7.82,29,7.57
1126,2000,97,Red spruce,2,10,3.71,13.8,8.25
1126,2000,999,Unknown/Other,1,5,2.46,9.1,9.5
1127,1986,97,Red spruce,6,30,11.87,68.1,8.52
1127,1986,375,Paper birch,1,5,2.67,15.3,9.9
1127,1986,371,Yellow birch,1,5,2.46,14.1,9.5
1127,1986,316,Red maple,1,5,0.44,2.5,4
1127,1990,97,Red spruce,6,30,15.53,82.1,9.74
1127,1990,375,Paper birch,1,5,2.67,14.1,9.9
1127,1990,316,Red maple,1,5,0.71,3.8,5.1
1127,1995,97,Red spruce,8,40,17.79,65.9,9.03
1127,1995,12,Balsam fir,4,20,5.81,21.5,7.3
1127,1995,375,Paper birch,1,5,2.67,9.9,9.9
1127,1995,316,Red maple,1,5,0.71,2.6,5.1
1128,1989,371,Yellow birch,3,15,10.2,54.1,11.16
1128,1989,261,Hemlock,1,5,6.81,36.1,15.8
1128,1989,97,Red spruce,1,5,1.83,9.7,8.2
1128,1994,97,Red spruce,1,5,7.7,100,16.8
1128,1999,97,Red spruce,5,25,18.17,74.9,11.54
1128,1999,371,Yellow birch,2,10,2.44,10,6.68
1128,1999,261,Hemlock,1,5,1.92,7.9,8.4
1128,1999,95,Black spruce,1,5,0.98,4,6
1128,1999,375,Paper birch,1,5,0.74,3,5.2
1129,1986,12,Balsam fir,13,65,43.77,51.8,11.11
1129,1986,375,Paper birch,7,35,32.69,38.7,13.09
1129,1986,97,Red spruce,3,15,8.09,9.6,9.94
1130,1986,371,Yellow birch,14,70,45.6,68.5,10.93
1130,1986,12,Balsam fir,3,15,8.81,13.2,10.38
1130,1986,261,Hemlock,2,10,7.26,10.9,11.54
1130,1986,97,Red spruce,2,10,4.87,7.3,9.45
1130,1989,371,Yellow birch,14,70,45.69,69.1,10.94
1130,1989,12,Balsam fir,3,15,8.31,12.6,10.08
1130,1989,261,Hemlock,2,10,7.26,11,11.54
1130,1989,97,Red spruce,2,10,4.88,7.4,9.46
1130,1994,371,Yellow birch,7,35,39.77,68.3,14.43
1130,1994,12,Balsam fir,2,10,12,20.6,14.83
1130,1994,261,Hemlock,1,5,6.47,11.1,15.4
1130,1999,371,Yellow birch,7,35,23.95,48.6,11.2
1130,1999,261,Hemlock,2,10,11.3,22.9,14.39
1130,1999,97,Red spruce,4,20,9.2,18.7,9.18
1130,1999,375,Paper birch,1,5,2.46,5,9.5
1130,1999,12,Balsam fir,1,5,2.36,4.8,9.3
1131,1989,371,Yellow birch,2,10,3.37,100,7.86
1131,1999,12,Balsam fir,6,30,5.38,100,5.73
1132,1986,12,Balsam fir,2,10,2.56,100,6.85
1132,1994,375,Paper birch,1,5,2.11,100,8.8
1132,1999,12,Balsam fir,1,5,0.86,100,5.6
1133,1986,12,Balsam fir,7,35,10.2,43.8,7.31
1133,1986,375,Paper birch,3,15,7.94,34.1,9.85
1133,1986,97,Red spruce,3,15,5.13,22,7.92
1133,1989,12,Balsam fir,6,30,10.6,43.1,8.05
1133,1989,97,Red spruce,4,20,7.19,29.2,8.12
1133,1989,375,Paper birch,2,10,6.8,27.7,11.17
1133,1994,12,Balsam fir,11,55,15.25,45.2,7.13
1133,1994,375,Paper birch,3,15,10.35,30.7,11.25
1133,1994,97,Red spruce,4,20,8.14,24.1,8.64
1133,1999,12,Balsam fir,19,95,28.45,67.2,7.41
1133,1999,97,Red spruce,3,15,9.37,22.1,10.7
1133,1999,375,Paper birch,2,10,4.5,10.6,9.08
1134,1986,12,Balsam fir,8,40,11.04,39.7,7.11
1134,1986,371,Yellow birch,4,20,10.65,38.3,9.88
1134,1986,97,Red spruce,1,5,3.3,11.9,11
1134,1986,375,Paper birch,2,10,2.8,10.1,7.17
1134,1989,12,Balsam fir,7,35,12.49,42.6,8.09
1134,1989,371,Yellow birch,4,20,11.54,39.3,10.28
1134,1989,97,Red spruce,1,5,2.73,9.3,10
1134,1989,375,Paper birch,1,5,2.57,8.8,9.7
1134,1994,371,Yellow birch,1,5,19.15,50.4,26.5
1134,1994,375,Paper birch,2,10,8.04,21.1,12.14
1134,1994,12,Balsam fir,2,10,6.36,16.7,10.8
1134,1994,97,Red spruce,1,5,4.47,11.8,12.8
1134,1999,371,Yellow birch,5,25,16.02,50.4,10.84
1134,1999,12,Balsam fir,9,45,12.12,38.1,7.03
1134,1999,375,Paper birch,2,10,3.63,11.4,8.16
1150,1989,12,Balsam fir,21,105,26.55,81.8,6.81
1150,1989,97,Red spruce,3,15,4.69,14.4,7.57
1150,1989,375,Paper birch,2,10,1.23,3.8,4.75
1150,1994,12,Balsam fir,24,120,32.5,72.5,7.05
1150,1994,97,Red spruce,9,45,10.82,24.1,6.64
1150,1994,375,Paper birch,2,10,1.5,3.4,5.25
1150,1999,12,Balsam fir,17,85,24.33,63.3,7.24
1150,1999,97,Red spruce,8,40,13.1,34.1,7.75
1150,1999,375,Paper birch,1,5,1.01,2.6,6.1
1151,1989,97,Red spruce,3,15,4.47,44.4,7.39
1151,1989,375,Paper birch,4,20,2.92,29,5.18
1151,1989,12,Balsam fir,3,15,2.68,26.6,5.73
1151,1994,375,Paper birch,8,40,6.85,27.3,5.6
1151,1994,371,Yellow birch,1,5,6.64,26.4,15.6
1151,1994,97,Red spruce,4,20,5.9,23.5,7.36
1151,1994,12,Balsam fir,4,20,5.72,22.8,7.24
1151,1999,371,Yellow birch,2,10,10.13,36.8,13.63
1151,1999,12,Balsam fir,5,25,6.69,24.3,7
1151,1999,97,Red spruce,3,15,5.76,20.9,8.39
1151,1999,375,Paper birch,3,15,3.23,11.7,6.28
1151,1999,999,Unknown/Other,1,5,1.75,6.3,8
1154,1989,12,Balsam fir,8,40,8.79,63.8,6.35
1154,1989,97,Red spruce,3,15,4.98,36.2,7.8
1154,1994,12,Balsam fir,19,95,34.56,69.5,8.17
1154,1994,97,Red spruce,4,20,14.54,29.2,11.55
